Movie_ID,Movie_Name,Release_Year,MPAA_Rating,Scraping_Source
tt0418763,Jarhead,2005,,
tt0418773,Junebug,2005,,
tt0418819,Land of the Dead,2005,,
tt0419294,The Three Burials of Melquiades Estrada,2005,,
tt0419706,Doom,2005,,
tt0420223,Stranger Than Fiction,2006,,
tt0420238,The Tale of Despereaux,2008,,
tt0420260,Tony Takitani,2004,,
tt0420293,The Stanford Prison Experiment,2015,,
tt0420294,The Texas Chainsaw Massacre: The Beginning,2006,,
tt0420609,Infamous,2006,,
tt0421073,Street Kings,2008,,
tt0421239,Red Eye,2005,,
tt0421715,The Curious Case of Benjamin Button,2008,,
tt0421729,Big Momma's House 2,2006,,
tt0422720,Marie Antoinette,2006,,
tt0423294,Surf's Up,2007,,
tt0423310,The Syrian Bride,2004,,
tt0423866,3-Iron,2004,,
tt0424095,Flushed Away,2006,,
tt0424136,Hard Candy,2005,,
tt0424205,Joyeux Noel,2005,,
tt0424227,Turtles Can Fly,2004,,
tt0424273,Electric Shadows,2004,,
tt0424774,The Adventures of Sharkboy and Lavagirl 3-D,2005,,
tt0424880,Candy,2006,,
tt0425061,Get Smart,2008,,
tt0425123,Just Like Heaven,2005,,
tt0425210,Lucky Number Slevin,2006,,
tt0425598,Dave Chappelle's Block Party,2005,,
tt0426592,Superhero Movie,2008,,
tt0426883,Alpha Dog,2006,,
tt0426931,August Rush,2007,,
tt0427152,Dinner for Schmucks,2010,,
tt0427229,Failure to Launch,2006,,
tt0427470,The Lookout,2007,,
tt0427969,Hollywoodland,2006,,
tt0428856,The Moustache,2005,,
tt0429493,The A-Team,2010,,
tt0429591,Aquamarine,2006,,
tt0430105,Four Brothers,2005,,
tt0430308,Get Rich or Die Tryin',2005,,
tt0430357,Miami Vice,2006,,
tt0430634,Stick It,2006,,
tt0430779,Everyone's Hero,2006,,
tt0430922,Role Models,2008,,
tt0431021,The Possession,2012,,
tt0431197,The Kingdom,2007,,
tt0431213,Lassie,2005,,
tt0432021,Resident Evil: Extinction,2007,,
tt0432291,The Fog,2005,,
tt0432348,Saw II,2005,,
tt0432402,Factory Girl,2006,,
tt0433035,Real Steel,2011,,
tt0433383,"Good Night, and Good Luck.",2005,,
tt0433416,The Namesake,2006,,
tt0434124,Kinky Boots,2005,,
tt0434139,The Last Kiss,2006,,
tt0434215,Flicka,2006,,
tt0435651,The Giver,2014,,
tt0435705,Next,2007,,
tt0436078,The Aristocrats,2005,,
tt0436095,Ballets Russes,2005,,
tt0436231,The Devil and Daniel Johnston,2005,,
tt0436331,Friends with Money,2006,,
tt0436629,New York Doll,2005,,
tt0436854,Tulpan,2008,,
tt0437086,Alita: Battle Angel,2019,,
tt0437232,Catch a Fire,2006,,
tt0437800,Akeelah and the Bee,2006,,
tt0437863,The Benchwarmers,2006,,
tt0438488,Terminator Salvation,2009,,
tt0439815,Slither,2006,,
tt0440963,The Bourne Ultimatum,2007,,
tt0442933,Beowulf,2007,,
tt0443272,Lincoln,2012,,
tt0443274,Vantage Point,2008,,
tt0443295,"Yours, Mine & Ours",2005,,
tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,,
tt0443465,Before We Go,2014,,
tt0443543,The Illusionist,2006,,
tt0443559,Killshot,2008,,
tt0443632,The Sentinel,2006,,
tt0443649,"10,000 BC",2008,,
tt0444628,Fay Grim,2006,,
tt0445620,Paradise Now,2005,,
tt0445934,Blades of Glory,2007,,
tt0445953,Disgrace,2008,,
tt0445990,Invincible,2006,,
tt0446755,The Painted Veil,2006,,
tt0448011,Knowing,2009,,
tt0448157,Hancock,2008,,
tt0448694,Puss in Boots,2011,,
tt0449010,Eragon,2006,,
tt0449088,Pirates of the Caribbean: At World's End,2007,,
tt0449089,RV,2006,,
tt0450232,16 Blocks,2006,,
tt0450259,Blood Diamond,2006,,
tt0450278,Hostel,2005,,
tt0450385,1408,2007,,
tt0450405,Cirque du Freak: The Vampire's Assistant,2009,,
tt0451079,Horton Hears a Who!,2008,,
tt0452594,The Break-Up,2006,,
tt0452598,Cheaper by the Dozen 2,2005,,
tt0452623,Gone Baby Gone,2007,,
tt0452625,Good Luck Chuck,2007,,
tt0452681,The Santa Clause 3: The Escape Clause,2006,,
tt0452694,The Time Traveler's Wife,2009,,
tt0453451,Mr. Bean's Holiday,2007,,
tt0453467,Deja Vu,2006,,
tt0453556,TMNT,2007,,
tt0454848,Inside Man,2006,,
tt0454876,Life of Pi,2012,,
tt0454921,The Pursuit of Happyness,2006,,
tt0454945,She's the Man,2006,,
tt0455407,The Crazies,2010,,
tt0455499,Garfield: A Tail of Two Kitties,2006,,
tt0455538,How to Lose Friends & Alienate People,2008,,
tt0455590,The Last King of Scotland,2006,,
tt0455760,Dead Silence,2007,,
tt0455857,When a Stranger Calls,2006,,
tt0455944,The Equalizer,2014,,
tt0455967,John Tucker Must Die,2006,,
tt0456149,The Death of Mr. Lazarescu,2005,,
tt0457400,Land of the Lost,2009,,
tt0457419,Mr. Magorium's Wonder Emporium,2007,,
tt0457495,Stormbreaker,2006,,
tt0457510,Nacho Libre,2006,,
tt0457513,Scoop,2006,,
tt0457655,After the Wedding,2006,,
tt0458339,Captain America: The First Avenger,2011,,
tt0458413,A Long Way Down,2014,,
tt0458481,Sin City: A Dame to Kill For,2014,,
tt0458525,X-Men Origins: Wolverine,2009,,
tt0459666,Three Times,2005,,
tt0460740,Cashback,2006,,
tt0460791,The Fall,2006,,
tt0460890,The Only Living Boy in New York,2017,,
tt0462200,Black Snake Moan,2006,,
tt0462499,Rambo,2008,,
tt0462504,Rescue Dawn,2006,,
tt0463034,"You, Me and Dupree",2006,,
tt0463854,28 Weeks Later,2007,,
tt0463998,Freedom Writers,2007,,
tt0464141,The Orphanage,2007,,
tt0464154,Piranha 3D,2010,,
tt0464913,"OSS 117: Cairo, Nest of Spies",2006,,
tt0465234,National Treasure: Book of Secrets,2007,,
tt0465494,Hitman,2007,,
tt0465502,Igor,2008,,
tt0465538,Michael Clayton,2007,,
tt0465551,Notes on a Scandal,2006,,
tt0465580,Push,2009,,
tt0465624,My Super Ex-Girlfriend,2006,,
tt0466342,Date Movie,2006,,
tt0467110,Underdog,2007,,
tt0467197,Max Payne,2008,,
tt0468489,Half Nelson,2006,,
tt0468565,Tsotsi,2005,,
tt0469021,Alan Partridge,2013,,
tt0469623,Things We Lost in the Fire,2007,,
tt0469641,World Trade Center,2006,,
tt0470765,For Your Consideration,2006,,
tt0471030,Red Road,2006,,
tt0471042,Tower Heist,2011,,
tt0472033,9,2009,,
tt0472043,Apocalypto,2006,,
tt0472062,Charlie Wilson's War,2007,,
tt0472160,Penelope,2006,,
tt0472399,The Mechanic,2011,,
tt0473075,Prince of Persia: The Sands of Time,2010,,
tt0473308,Waitress,2007,,
tt0473444,Curse of the Golden Flower,2006,,
tt0473488,A Guide to Recognizing Your Saints,2006,,
tt0473692,Neil Young: Heart of Gold,2006,,
tt0473705,State of Play,2009,,
tt0475241,Khadak,2006,,
tt0475276,United 93,2006,,
tt0477051,Norbit,2007,,
tt0477080,Unstoppable,2010,,
tt0477095,Starter for 10,2006,,
tt0477139,Wristcutters: A Love Story,2006,,
tt0478049,The U.S. vs. John Lennon,2006,,
tt0478087,21,2008,,
tt0478304,The Tree of Life,2011,,
tt0478311,Knocked Up,2007,,
tt0478970,Ant-Man,2015,,
tt0479143,Rocky Balboa,2006,,
tt0479468,Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,,
tt0479884,Crank,2006,,
tt0479952,Madagascar: Escape 2 Africa,2008,,
tt0479997,Season of the Witch,2011,,
tt0480249,I Am Legend,2007,,
tt0480255,The Losers,2010,,
tt0480669,Timecrimes,2007,,
tt0480687,Hall Pass,2011,,
tt0481141,No Reservations,2007,,
tt0482546,Miss Potter,2006,,
tt0482571,The Prestige,2006,,
tt0482599,Shutter,2008,,
tt0482606,The Strangers,2008,,
tt0483726,Man of the Year,2006,,
tt0485985,Red Tails,2012,,
tt0486358,Jesus Camp,2006,,
tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,,
tt0486583,Fred Claus,2007,,
tt0486655,Stardust,2007,,
tt0486822,Disturbia,2007,,
tt0486946,Wild Hogs,2007,,
tt0487273,The Witnesses,2007,,
tt0487419,The Secret of the Grain,2007,,
tt0488120,Fracture,2007,,
tt0488508,Arctic Tale,2007,,
tt0488658,Unaccompanied Minors,2006,,
tt0489099,Jumper,2008,,
tt0489237,The Nanny Diaries,2007,,
tt0489270,Saw III,2006,,
tt0489281,Stop-Loss,2008,,
tt0489282,Strange Wilderness,2008,,
tt0490181,Mutant Chronicles,2008,,
tt0490204,Reign Over Me,2007,,
tt0490215,Silence,2016,,
tt0491152,Something Borrowed,2011,,
tt0491203,Tulip Fever,2017,,
tt0491747,Away from Her,2006,,
tt0492466,Iraq in Fragments,2006,,
tt0492619,The Foot Fist Way,2006,,
tt0492956,The Game Plan,2007,,
tt0493430,Jackass Number Two,2006,,
tt0493464,Wanted,2008,,
tt0493949,Ramona and Beezus,2010,,
tt0494222,Eagle vs Shark,2007,,
tt0494238,Inkheart,2008,,
tt0496806,Ocean's Thirteen,2007,,
tt0497116,An Inconvenient Truth,2006,,
tt0497465,Vicky Cristina Barcelona,2008,,
tt0498380,Letters from Iwo Jima,2006,,
tt0498381,Rings,2017,,
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,,
tt0499554,Reno 911!: Miami,2007,,
tt0756729,Year of the Dog,2007,,
tt0758730,Aliens vs. Predator: Requiem,2007,,
tt0758746,Friday the 13th,2009,,
tt0758752,Love & Other Drugs,2010,,
tt0758766,Music and Lyrics,2007,,
tt0758774,Body of Lies,2008,,
tt0758786,Stuck,2007,,
tt0760329,The Water Horse,2007,,
tt0762107,I Now Pronounce You Chuck & Larry,2007,,
tt0762114,License to Wed,2007,,
tt0762125,Planet 51,2009,,
tt0763831,A Thousand Words,2012,,
tt0765010,Brothers,2009,,
tt0765128,Oceans,2010,,
tt0765429,American Gangster,2007,,
tt0765432,The Baader Meinhof Complex,2008,,
tt0765476,Meet Dave,2008,,
tt0768212,The Last Mimzy,2007,,
tt0769508,Dans Paris,2006,,
tt0770703,What's Your Number?,2011,,
tt0770752,Fool's Gold,2008,,
tt0770772,I Think I Love My Wife,2007,,
tt0770802,Samsara,2011,,
tt0770810,How She Move,2007,,
tt0770828,Man of Steel,2013,,
tt0775489,The Illusionist,2010,,
tt0775552,Aliens in the Attic,2009,,
tt0780511,Everybody's Fine,2009,,
tt0780516,Flawless,2007,,
tt0780567,Imagine That,2009,,
tt0780608,Smiley Face,2007,,
tt0780653,The Wolfman,2010,,
tt0783233,Atonement,2007,,
tt0783640,The Last Full Measure,2019,,
tt0785006,Hotel for Dogs,2009,,
tt0787442,The Attack,2012,,
tt0787474,The Boxtrolls,2014,,
tt0790604,Deck the Halls,2006,,
tt0790628,The Incredible Burt Wonderstone,2013,,
tt0790636,Dallas Buyers Club,2013,,
tt0790712,The Messenger,2009,,
tt0790724,Jack Reacher,2012,,
tt0790736,R.I.P.D.,2013,,
tt0792966,Blame it on Fidel,2006,,
tt0795351,Case 39,2009,,
tt0795368,Death at a Funeral,2007,,
tt0795461,Scary Movie 5,2013,,
tt0796212,Exiled,2006,,
tt0796307,Under the Same Moon,2007,,
tt0796368,Talk to Me,2007,,
tt0799915,Air Guitar Nation,2006,,
tt0799934,Be Kind Rewind,2008,,
tt0799949,Epic Movie,2007,,
tt0800039,Forgetting Sarah Marshall,2008,,
tt0800069,The Hills Have Eyes 2,2007,,
tt0800080,The Incredible Hulk,2008,,
tt0800241,Transsiberian,2008,,
tt0800308,Appaloosa,2008,,
tt0800320,Clash of the Titans,2010,,
tt0800369,Thor,2011,,
tt0803057,The Promotion,2008,,
tt0803096,Warcraft,2016,,
tt0804452,Bratz,2007,,
tt0804461,Death Sentence,2007,,
tt0804497,It's Kind of a Funny Story,2010,,
tt0805564,Lars and the Real Girl,2007,,
tt0805570,The Midnight Meat Train,2008,,
tt0805647,The Witches,2020,,
tt0806203,Carriers,2009,,
tt0806686,Yella,2007,,
tt0808151,Angels & Demons,2009,,
tt0808357,"Lust, Caution",2007,,
tt0808417,Persepolis,2007,,
tt0808510,Tooth Fairy,2010,,
tt0809407,12:08 East of Bucharest,2006,,
tt0810784,Bright Star,2009,,
tt0810819,The Danish Girl,2015,,
tt0810913,Jack and Jill,2011,,
tt0810922,Take Me Home Tonight,2011,,
tt0811080,Speed Racer,2008,,
tt0811138,The Love Guru,2008,,
tt0814075,Deliver Us from Evil,2006,,
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010,,
tt0814314,Seven Pounds,2008,,
tt0814335,The Stepfather,2009,,
tt0815236,She's Out of My League,2010,,
tt0815241,Religulous,2008,,
tt0815244,Sydney White,2007,,
tt0815245,The Uninvited,2009,,
tt0816442,The Book Thief,2013,,
tt0816462,Conan the Barbarian,2011,,
tt0817538,Drillbit Taylor,2008,,
tt0821640,Ghosts of Girlfriends Past,2009,,
tt0821642,The Soloist,2009,,
tt0822847,Priest,2011,,
tt0822854,Shooter,2007,,
tt0824747,Changeling,2008,,
tt0825232,The Bucket List,2007,,
tt0829150,Dracula Untold,2014,,
tt0829459,A Mighty Heart,2007,,
tt0829482,Superbad,2007,,
tt0832266,"Definitely, Maybe",2008,,
tt0834001,Underworld: Rise of the Lycans,2009,,
tt0836700,Summer Hours,2008,,
tt0837562,Hotel Transylvania,2012,,
tt0837563,Pet Sematary,2019,,
tt0838232,The Pink Panther 2,2009,,
tt0839980,Semi-Pro,2008,,
tt0840361,The Town,2010,,
tt0841044,Two Days in Paris,2007,,
tt0844286,The Brothers Bloom,2008,,
tt0844479,The Collector,2009,,
tt0845046,Son of Rambow,2007,,
tt0848537,Epic,2013,,
tt0852713,The House Bunny,2008,,
tt0854678,Taxi to the Dark Side,2007,,
tt0855729,Times and Winds,2006,,
tt0857191,The Visitor,2007,,
tt0857265,Sleuth,2007,,
tt0859635,Super Troopers 2,2018,,
tt0861739,Elite Squad,2007,,
tt0862467,Valhalla Rising,2009,,
tt0864761,The Duchess,2008,,
tt0864770,The Grocer's Son,2007,,
tt0864835,Mr. Peabody & Sherman,2014,,
tt0866439,Made of Honor,2008,,
tt0869994,Paris,2008,,
tt0870111,Frost/Nixon,2008,,
tt0870984,Antichrist,2009,,
tt0871426,Baby Mama,2008,,
tt0871510,Chak De! India,2007,,
tt0872230,My Soul to Take,2010,,
tt0873886,Red State,2011,,
tt0875034,Nine,2009,,
tt0877700,Give Me Your Hand,2008,,
tt0880502,The Edge of Heaven,2007,,
tt0881320,Sanctum,2011,,
tt0881891,All About Steve,2009,,
tt0882977,Snitch,2013,,
tt0884726,Legends of Oz: Dorothy's Return,2013,,
tt0884732,The Wedding Ringer,2015,,
tt0887883,Burn After Reading,2008,,
tt0890870,Saw IV,2007,,
tt0891592,Street Fighter: The Legend of Chun-Li,2009,,
tt0892318,Letters to Juliet,2010,,
tt0892782,Monsters vs. Aliens,2009,,
tt0892791,Shrek Forever After,2010,,
tt0893382,Shine a Light,2008,,
tt0896872,The Whistleblower,2010,,
tt0898367,The Road,2009,,
tt0901476,Bride Wars,2009,,
tt0901487,The Good the Bad the Weird,2008,,
tt0903627,Julia,2008,,
tt0903657,Love & Mercy,2014,,
tt0905372,The Thing,2011,,
tt0910936,Pineapple Express,2008,,
tt0912592,My Kid Could Paint That,2007,,
tt0913413,The Marc Pease Experience,2009,,
tt0913968,The Warlords,2007,,
tt0914798,The Boy in the Striped Pajamas,2008,,
tt0918927,Doubt,2008,,
tt0918940,The Legend of Tarzan,2016,,
tt0920473,Shall We Kiss?,2007,,
tt0923752,The King of Kong: A Fistful of Quarters,2007,,
tt0925248,In the Shadow of the Moon,2007,,
tt0929425,Gomorrah,2008,,
tt0929632,Precious,2009,,
tt0936501,Taken,2008,,
tt0937375,This Christmas,2007,,
tt0938283,The Last Airbender,2010,,
tt0938330,Silent Hill: Revelation,2012,,
tt0944835,Salt,2010,,
tt0945513,Source Code,2011,,
tt0947798,Black Swan,2010,,
tt0948470,The Amazing Spider-Man,2012,,
tt0951216,Mad Money,2008,,
tt0952640,Alvin and the Chipmunks,2007,,
tt0953318,Ben X,2007,,
tt0955308,Robin Hood,2010,,
tt0956038,Nights in Rodanthe,2008,,
tt0959337,Revolutionary Road,2008,,
tt0960144,You Don't Mess with the Zohan,2008,,
tt0960731,Bedtime Stories,2008,,
tt0962726,High School Musical 3: Senior Year,2008,,
tt0963178,The International,2009,,
tt0963194,Repo! The Genetic Opera,2008,,
tt0963794,The Ruins,2008,,
tt0963966,The Sorcerer's Apprentice,2010,,
tt0964517,The Fighter,2010,,
tt0964539,Pathology,2008,,
tt0969269,Mad Detective,2007,,
tt0970411,City of Ember,2008,,
tt0970416,The Day the Earth Stood Still,2008,,
tt0970866,Little Fockers,2010,,
tt0974554,Elegy,2008,,
tt0974661,17 Again,2009,,
tt0975645,Hitchcock,2012,,
tt0976051,The Reader,2008,,
tt0976222,Bandslam,2009,,
tt0976238,Old Dogs,2009,,
tt0977648,Every Little Step,2008,,
tt0978759,Frozen River,2008,,
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,,
tt0981227,Nick and Norah's Infinite Playlist,2008,,
tt0983946,Fantasy Island,2020,,
tt0985694,Machete,2010,,
tt0985699,Valkyrie,2008,,
tt0986263,Surrogates,2009,,
tt0986264,Like Stars on Earth,2007,,
tt0988045,Sherlock Holmes,2009,,
tt0988595,27 Dresses,2008,,
tt0989757,Dear John,2010,,
tt0990407,The Green Hornet,2011,,
tt0993789,A Christmas Tale,2008,,
tt0993842,Hanna,2011,,
tt0995039,Ghost Town,2008,,
tt0995829,XXY,2007,,
tt0996966,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,,
tt0997047,College Road Trip,2008,,
tt10003008,The Rental,2020,,
tt10003978,Fiddler: A Miracle of Miracles,2019,,
tt10011336,Lucky Grandma,2019,,
tt1001508,He's Just Not That Into You,2009,,
tt1001526,Megamind,2010,,
tt10016180,The Little Things,2021,,
tt10017680,P Storm,2019,,
tt1003034,Perrier's Bounty,2009,,
tt10039344,Countdown,2019,,
tt10059518,Unhinged,2020,,
tt10083340,Gangubai Kathiawadi,2021,,
tt1014763,Child 44,2015,,
tt1014775,Beverly Hills Chihuahua,2008,,
tt1016075,Fame,2009,,
tt10168670,Bones and All,2022,,
tt1017451,The Runaways,2010,,
tt1018785,The Sisterhood of the Traveling Pants 2,2008,,
tt10195210,Looking Up,2019,,
tt10199590,Les Misérables,2019,,
tt10199640,Beanpole,2019,,
tt1020773,Certified Copy,2010,,
tt10208198,"The Gangster, the Cop, the Devil",2019,,
tt10218674,The Bravest,2019,,
tt10223460,Marry Me,2022,,
tt10229558,The Dark and the Wicked,2020,,
tt1023114,The Way Back,2010,,
tt1023490,Il Divo,2008,,
tt1024648,Argo,2012,,
tt1025100,Gemini Man,2019,,
tt10262648,Comparment no. 6,2021,,
tt10265034,Land,2021,,
tt10268550,Minyan,2020,,
tt10272386,The Father,2020,,
tt10272534,Lux Æterna,2019,,
tt1027718,Wall Street: Money Never Sleeps,2010,,
tt1027743,Sea Monsters: A Prehistoric Adventure,2007,,
tt10279362,French Exit,2020,,
tt1028576,Secretariat,2010,,
tt1029360,Poltergeist,2015,,
tt10295602,Line Walker 2: Invisible Spy,2019,,
tt10298810,Lightyear,2022,,
tt10298840,Strange World,2022,,
tt10304142,Amsterdam,2022,,
tt10310140,Fatman,2020,,
tt10314450,Becky,2020,,
tt10323676,Violence of Action,2021,,
tt10327252,The Forever Purge,2021,,
tt1032755,RocknRolla,2008,,
tt1032815,"I Love You, Beth Cooper",2009,,
tt1032846,"4 Months, 3 Weeks and 2 Days",2007,,
tt1032854,Terror's Advocate,2007,,
tt1032856,The Band's Visit,2007,,
tt10329614,Censor,2021,,
tt10334148,Blithe Spirit,2020,,
tt1033575,The Descendants,2011,,
tt1033643,What Happens in Vegas,2008,,
tt10342730,Spiral,2021,,
tt1034303,Defiance,2008,,
tt1034389,The Eagle,2011,,
tt1034415,Suspiria,2018,,
tt10344522,Four Good Days,2020,,
tt10362466,After We Collided,2020,,
tt10366514,Eiffel,2021,,
tt10370710,The Worst Person in the World,2021,,
tt1037163,The Time That Remains,2009,,
tt10375106,Mandibles,2020,,
tt1037705,The Book of Eli,2010,,
tt1038686,Legion,2010,,
tt1038919,The Bounty Hunter,2010,,
tt1042877,Cadillac Records,2008,,
tt1043726,The Legend of Hercules,2014,,
tt10441822,The Nowhere Inn,2020,,
tt10451852,Nine Days,2020,,
tt1045655,The Haunting of Molly Hartley,2008,,
tt1045658,Silver Linings Playbook,2012,,
tt1045670,Happy-Go-Lucky,2008,,
tt1045772,I Love You Phillip Morris,2009,,
tt1045778,Year One,2009,,
tt1046163,My Best Friend's Girl,2008,,
tt1046173,G.I. Joe: The Rise of Cobra,2009,,
tt1047540,Parental Guidance,2012,,
tt10481868,Black Christmas,2019,,
tt10482504,The Trip to Greece,2020,,
tt10505316,Lost Illusions,2021,,
tt1051906,The Invisible Man,2020,,
tt10521814,K-12,2019,,
tt1053424,Repo Men,2010,,
tt1053810,The Big Year,2011,,
tt1054606,The Imaginarium of Doctor Parnassus,2009,,
tt10550884,The Divine Fury,2019,,
tt1055292,Life as We Know It,2010,,
tt1055369,Transformers: Revenge of the Fallen,2009,,
tt1058017,The Invention of Lying,2009,,
tt1059786,Eagle Eye,2008,,
tt1060277,Cloverfield,2008,,
tt10621032,Lupin III: The First,2019,,
tt10633456,Minari,2020,,
tt10648440,Exit,2019,,
tt1065073,Boyhood,2014,,
tt10661180,The Last Shift,2020,,
tt10665342,Halloween Ends,2022,,
tt10670442,Leap,2020,,
tt1067106,A Christmas Carol,2009,,
tt1067583,Water for Elephants,2011,,
tt1068646,The Class,2008,,
tt1068680,Yes Man,2008,,
tt10696896,Stillwater,2021,,
tt10703826,Citizen K,2019,,
tt10715446,Yakuza Princess,2021,,
tt1071875,Ghost Rider: Spirit of Vengeance,2011,,
tt1072748,Winchester,2018,,
tt10731256,Don\'t Worry Darling,2022,,
tt10738906,The Feast,2021,,
tt1075417,Race to Witch Mountain,2009,,
tt1077262,Ajami,2009,,
tt10773090,Sarileru Neekevvaru,2020,,
tt1078588,My Sister's Keeper,2009,,
tt1078912,Night at the Museum: Battle of the Smithsonian,2009,,
tt1078940,Couples Retreat,2009,,
tt10793644,The Vigil,2019,,
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,,
tt1082601,Fighting,2009,,
tt1082807,The Belko Experiment,2016,,
tt10832274,Swan Song,2021,,
tt1083452,Eddie the Eagle,2015,,
tt1083456,Fired Up!,2009,,
tt10838180,The Matrix Resurrections,2021,,
tt1084950,Rachel Getting Married,2008,,
tt1086064,Bill & Ted Face the Music,2020,,
tt1087578,Still Walking,2008,,
tt10885994,Shakira in Concert: El Dorado World Tour,2019,,
tt1091191,Lone Survivor,2013,,
tt1091722,Adventureland,2009,,
tt10919380,Freaky,2020,,
tt1092026,Paul,2011,,
tt1092633,"The Goods: Live Hard, Sell Hard",2009,,
tt1093908,Confessions of a Shopaholic,2009,,
tt10944760,Titane,2021,,
tt10945288,The Wolf and the Lion,2021,,
tt1095174,New in Town,2009,,
tt10954652,Old,2021,,
tt10954984,Nope,2022,,
tt1098327,Dragonball Evolution,2009,,
tt10986222,C'mon C'mon,2021,,
tt1100089,Foxcatcher,2014,,
tt11003218,Pig,2021,,
tt11013434,"My Donkey, My Lover & I",2020,,
tt1103153,Killers,2010,,
tt11032374,Demon Slayer: Mugen Train,2020,,
tt1103275,Two Lovers,2008,,
tt1103963,24 City,2008,,
tt1104083,Little Ashes,2008,,
tt11083552,Wrath of Man,2021,,
tt11084896,Spirit Untamed,2021,,
tt1111422,The Taking of Pelham 123,2009,,
tt11121664,Blue Bayou,2021,,
tt11125620,The Addams Family 2,2021,,
tt11131464,The Novice,2021,,
tt11138512,The Northman,2022,,
tt11140488,The Wolf of Snow Hollow,2020,,
tt1114277,Up the Yangtze,2007,,
tt1114677,Hannah Montana: The Movie,2009,,
tt1114740,Paul Blart: Mall Cop,2009,,
tt11160650,On the Count of Three,2021,,
tt1116184,Jackass 3D,2010,,
tt11169050,Supernova,2020,,
tt11196036,The Card Counter,2021,,
tt11204094,The Duke,2020,,
tt1121096,Seventh Son,2014,,
tt11214590,House of Gucci,2021,,
tt1122599,Momma's Man,2008,,
tt11229886,Les Misérables: The Staged Concert,2019,,
tt1123373,Detective Dee: Mystery of the Phantom Flame,2010,,
tt1124035,The Ides of March,2011,,
tt1124037,Free State of Jones,2016,,
tt1124052,City of Life and Death,2009,,
tt11245972,Scream,2022,,
tt11252248,Dog,2022,,
tt11252440,Psycho Goreman,2020,,
tt1125849,The Wrestler,2008,,
tt1126618,Morning Glory,2010,,
tt11271038,Licorice Pizza,2021,,
tt11271800,Mayday,2021,,
tt1127715,Sin Nombre,2009,,
tt11285908,Ashfall,2019,,
tt11291274,The Unbearable Weight of Massive Talent,2022,,
tt1129442,Transporter 3,2008,,
tt1129445,Amelia,2009,,
tt1130080,The Informant!,2009,,
tt11304504,Catch the Fair One,2021,,
tt1130988,JCVD,2008,,
tt11317142,Shiva Baby,2020,,
tt1132620,The Girl with the Dragon Tattoo,2009,,
tt1132626,Saw V,2008,,
tt1133985,Green Lantern,2011,,
tt1135487,Duplicity,2009,,
tt1135503,Julie & Julia,2009,,
tt11358166,Some Kind of Heaven,2021,,
tt1135952,White Material,2009,,
tt1135985,Sex Drive,2008,,
tt1136608,District 9,2009,,
tt1137450,Death Wish,2018,,
tt11388990,I Carry You with Me,2020,,
tt1139328,The Ghost Writer,2010,,
tt11394318,The Truffle Hunters,2020,,
tt11394332,Spree,2020,,
tt1139592,Jeepers Creepers 3,2017,,
tt1139668,The Unborn,2009,,
tt1139797,Let the Right One In,2008,,
tt11400902,A Banquet,2021,,
tt11417856,The Deer King,2022,,
tt1143155,Treeless Mountain,2008,,
tt1143896,Holy Rollers,2010,,
tt1144884,The Final Destination,2009,,
tt11466222,Jackass 4,2021,,
tt1148204,Orphan,2009,,
tt1149362,The White Ribbon,2009,,
tt1149405,Trouble the Water,2008,,
tt1151922,Miss March,2009,,
tt1152398,Beastly,2011,,
tt1152836,Public Enemies,2009,,
tt11535228,Emergency Declaration,2021,,
tt1153706,Dance Flick,2009,,
tt11548822,Cow,2021,,
tt1155056,"I Love You, Man",2009,,
tt1155076,The Karate Kid,2010,,
tt1155592,Man on Wire,2008,,
tt1156398,Zombieland,2009,,
tt1160368,12 Rounds,2009,,
tt1160419,Dune,2021,,
tt1161864,The Rite,2011,,
tt11697844,There Is No Evil,2020,,
tt11700260,Official Competition,2022,,
tt11703710,Downton Abbey: A New Era,2022,,
tt1171222,Baggage Claim,2013,,
tt1172049,Demolition,2015,,
tt1172233,Whip It,2009,,
tt1172570,Bronson,2008,,
tt1172991,The Company Men,2010,,
tt1173745,Revanche,2008,,
tt11738830,The Beta Test,2021,,
tt1174730,City Island,2009,,
tt1174732,An Education,2009,,
tt1175491,W.,2008,,
tt1175506,Me and Orson Welles,2008,,
tt1176244,Valentino: The Last Emperor,2008,,
tt1176251,Gigantic,2008,,
tt1176740,Away We Go,2009,,
tt1178665,A Walk in the Woods,2015,,
tt1179891,My Bloody Valentine,2009,,
tt1179933,10 Cloverfield Lane,2016,,
tt11813216,The Banshees of Inisherin,2022,,
tt1181614,Wuthering Heights,2011,,
tt1182345,Moon,2009,,
tt11827628,Memory,2022,,
tt11832046,PAW Patrol: The Movie,2021,,
tt1183919,Marley,2012,,
tt11851548,Orphan: First Kill,2022,,
tt1185416,When in Rome,2010,,
tt1185616,Waltz with Bashir,2008,,
tt1185834,Star Wars: The Clone Wars,2008,,
